wheelchair_accessible_entrance,wheelchair_accessible_parking,women_prayer_section,address,city,country_code,latitud,longituf,neighborhood,openinghours_0_day,openinghours_0_hours,openinghours_1_day,openinghours_1_hours,openinghours_2_day,openinghours_2_hours,openinghours_3_day,openinghours_3_hours,openinghours_4_day,openinghours_4_hours,openinghours_5_day,openingHours_5_hours,openinghours_6_day,openinghours_6_hours,phone,reviews_count,search_pageurl,,state,street,title,url_slug,image_name,total_score,url_google,website
TRUE,TRUE,FALSE,68V5+J3Q - Al Karama - Dubai - United Arab Emirates,Dubai,AE,252.440.982,553.077.477,Al Karama,,,,,,,,,,,,,,,,83,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,68V5+J3Q,Abdullah Al Zahri masjid -24,abdullah-al-zahri-masjid-24,abdullah-al-zahri-masjid-24.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Abdullah%20Al%20Zahri%20masjid%20-24&query_place_id=ChIJWyeHidZCXz4RAlzRzhXiu7c,
TRUE,TRUE,FALSE,W2C4+R3W - Dubai - United Arab Emirates,Dubai,AE,249.227.241,550.047.033,,,,,,,,,,,,,,,,,3,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W2C4+R3W,Motiongate mosque,motiongate-mosque,motiongate-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Motiongate%20mosque&query_place_id=ChIJlwvweq0PXz4RjFJ7DJPcxc8,
TRUE,TRUE,FALSE,119 6D St - Al Safa - Al Safa 1 - Dubai - United Arab Emirates,Dubai,AE,251.715.754,552.329.235,Al Safa - Al Safa 1,,,,,,,,,,,,,,,97143944448,3110,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,119 6D St,Al Farooq Omar Bin Al Khattab Mosque,al-farooq-omar-bin-al-khattab-mosque,al-farooq-omar-bin-al-khattab-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Farooq%20Omar%20Bin%20Al%20Khattab%20Mosque&query_place_id=ChIJ2X21FvFpXz4RtsrnbiiFKnw,https://www.alfarooqcentre.com/
TRUE,TRUE,FALSE,24RR+984 - Jebel Ali Village - Discovery Gardens - Dubai - United Arab Emirates,Dubai,AE,250.408.899,551.408.378,Jebel Ali Village - Discovery Gardens,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,225,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,24RR+984,Nakheel Mosque,nakheel-mosque,nakheel-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Nakheel%20Mosque&query_place_id=ChIJc7WOZtRsXz4R9NSL37FRHJI,
TRUE,TRUE,FALSE,V926+XM - Dubai - United Arab Emirates,Dubai,AE,248.524.118,553.616.527,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,5,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,V926+XM,"Mosque, Masjid",/mosque-masjid,masjid-wahid.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Mosque%2C%20Masjid&query_place_id=ChIJC2umREKDXz4Rr_0TN9w4hmU,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-makkah,,,,
TRUE,TRUE,FALSE,9 13A St - Al Jaffiliya - Dubai - United Arab Emirates,Dubai,AE,252.423.699,552.847.641,Al Jaffiliya,,,,,,,,,,,,,,,,65,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,9 13A St,Al-Jafiliya Mosque,al-jafiliya-mosque,al-jafiliya-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al-Jafiliya%20Mosque&query_place_id=ChIJYyQOux1DXz4R4TXe0KIqr80,
TRUE,TRUE,FALSE,5 10A St - Al Fahidi - Dubai - United Arab Emirates,Dubai,AE,25.261.061,55.287.271,Al Fahidi,Monday,4 AM to 9 PM,Tuesday,4 AM to 9 PM,Wednesday,4 AM to 9 PM,Thursday,4 AM to 9 PM,Friday,4 AM to 9 PM,Saturday,4 AM to 9 PM,Sunday,4 AM to 9 PM,,56,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,5 10A St,Al Raffa Mosque,al-raffa-mosque,al-raffa-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Al%20Raffa%20Mosque&query_place_id=ChIJS_ETpBRDXz4RitDSDKkmvAk,
TRUE,TRUE,FALSE,36MG+6XG - Al Barsha - Al Barsha South - Dubai - United Arab Emirates,Dubai,AE,25.083.051,552.274.377,Al Barsha - Al Barsha South,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,261,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,36MG+6XG,Ali Al-haj Mosque Masjid,ali-al-haj-mosque-masjid,ali-al-haj-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Ali%20Al-haj%20Mosque%20Masjid&query_place_id=ChIJnUq6XaBuXz4R8p1RsDROZSA,
TRUE,TRUE,FALSE,7834+F6Q Burjuman - Metro Station - Al Karama - Dubai - United Arab Emirates,Dubai,AE,252.537.084,553.056.012,Al Karama,,,,,,,,,,,,,,,,148,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,7834+F6Q Burjuman - Metro Station,Essa Saleh Al Gurg Mosque,essa-saleh-al-gurg-mosque,essa-saleh-al-gurg-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Essa%20Saleh%20Al%20Gurg%20Mosque&query_place_id=ChIJZcKtBi9DXz4Rb2pvIwdehyg,
TRUE,TRUE,FALSE,W4MC+P9 - Jabal Ali Industrial Second - Dubai - United Arab Emirates,Dubai,AE,249.343.564,551.209.799,Jabal Ali Industrial Second,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Closed,Sunday,Closed,,6,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,W4MC+P9,B Bay new Masjid,b-bay-new-masjid,b-bay-new-masjid.jpg,4.7,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AC%D8%AF&query_place_id=ChIJq4006dMNXz4Rg947tkJnA74,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-makkah,,,,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alhambra-california,,,,
TRUE,TRUE,FALSE,Al Seba St - Al Rahim - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.688.019,55.132.179,Al Rahim - Dubai Marina,,,,,,,,,,,,,,,,1704,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,Al Seba St,Al Rahim masjid,al-rahim-masjid,al-rahim-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Rahim%20masjid&query_place_id=ChIJLU1W2FMTXz4RA5br07OJ3DQ,http://www.dubaimarina.ae/en/about/amenities/mosque.aspx
TRUE,TRUE,FALSE,W294+VQG - Dubai - United Arab Emirates,Dubai,AE,249.198.795,550.068.089,,,,,,,,,,,,,,,,,3,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W294+VQG,Dubai Parks and Resorts - Masjed,dubai-parks-resorts-masjed,dubai-parks-and-resorts-masjid.jpg,5,https://www.google.com/maps/search/?api=1&query=Dubai%20Parks%20and%20Resorts%20-%20Masjed&query_place_id=ChIJM9LXmV0PXz4Rrwye44BNkQc,
TRUE,TRUE,FALSE,2423+FC2 - Mina Jebel Ali - Jabal Ali Industrial First - Dubai - United Arab Emirates,Dubai,AE,250.011.347,551.035.032,Mina Jebel Ali - Jabal Ali Industrial First,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,19,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,2423+FC2,Nuzul Camp Mosque,nuzul-camp-mosque,nuzul-camp-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Nuzul%20Camp%20Mosque&query_place_id=ChIJR2ZasV0TXz4R-za-JXKeRIs,
TRUE,TRUE,FALSE,7869+74M - 6B St - Deira - Riggat Al Buteen - Dubai - United Arab Emirates,Dubai,AE,252.607.104,553.177.832,Deira - Riggat Al Buteen,,,,,,,,,,,,,,,,191,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,7869+74M - 6B St,Yaqub Mosque,yaqub-mosque,yaqub-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Yaqub%20Mosque&query_place_id=ChIJ30lwms1cXz4RVwTDYdVpJLU,
TRUE,TRUE,FALSE,W6XC+6WQ - Dubai - United Arab Emirates,Dubai,AE,249.480.845,552.223.666,,,,,,,,,,,,,,,,,76,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,W6XC+6WQ,The Pulse Mosque,the-pulse-mosque,pulse-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=The%20Pulse%20Mosque&query_place_id=ChIJxcgENWtzXz4RNpiN7quJmg4,
TRUE,TRUE,FALSE,57F3+HF9 - Al Quoz - Al Quoz 1 - Dubai - United Arab Emirates,Dubai,AE,251.739.189,552.537.464,Al Quoz - Al Quoz 1,,,,,,,,,,,,,,,,33,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57F3+HF9,Makhtoom Bin Khalifa Bin Saeed Al Maktoom Mosque,makhtoom-bin-khalifa-bin-saeed-al-maktoom-mosque,makhtoom-bin-khalifa-bin-saeed-al-maktoom-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Makhtoom%20Bin%20Khalifa%20Bin%20Saeed%20Al%20Maktoom%20Mosque&query_place_id=ChIJQx8Ut6ZpXz4RuJiv98aeeZc,
TRUE,TRUE,FALSE,772Q+3V8 - 2A St - Al Mankhool - Dubai - United Arab Emirates,Dubai,AE,252.501.638,552.896.941,Al Mankhool,,,,,,,,,,,,,,,,205,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,772Q+3V8 - 2A St,Al Mankhool Al Kabeer Masjid,al-mankhool-al-kabeer-masjid,al-mankhool-al-kabeer-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Mankhool%20Al%20Kabeer%20Masjid&query_place_id=ChIJPYe4O0VDXz4RHbSO_dBYUAo,
TRUE,TRUE,FALSE,18 16th St - Deira - Dubai - United Arab Emirates,Dubai,AE,252.736.182,553.040.241,Deira,Monday,8:30 AM to 7:30 PM,Tuesday,8:30 AM to 7:30 PM,Wednesday,8:30 AM to 7:30 PM,Thursday,8:30 AM to 7:30 PM,Friday,8:30 AM to 7:30 PM,Saturday,8:30 AM to 2 PM,Sunday,Closed,97144257450,259,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,18 16th St,Saifee Masjid (Dawoodi Bohra Masjid),saifee-masjid-dawoodi-bohra-masjid,saifee-masjid-dawoodi-bohra-masjid.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Saifee%20Masjid%20(Dawoodi%20Bohra%20Masjid)&query_place_id=ChIJDVMIh7NDXz4RD4Q6jjSQUyQ,
TRUE,TRUE,FALSE,16 Street 32B - Al Barsha - Al Barsha 3 - Dubai - United Arab Emirates,Dubai,AE,250.928.517,551.983.984,Al Barsha - Al Barsha 3,,,,,,,,,,,,,,,"9,72E+16",219,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,16 Street 32B,Saleh Bin Lahej Mosque,saleh-bin-lahej-mosque,saleh-bin-lahej-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Saleh%20Bin%20Lahej%20Mosque&query_place_id=ChIJYc5O_XVsXz4Riq3xdIv7eaQ,
TRUE,TRUE,FALSE,X2MC+P3Q - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,249.843.404,550.202.303,Mina Jebel Ali - Jebel Ali Freezone,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,57,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,X2MC+P3Q,Jebe S Beach Masjid,jebe-s-beach-masjid,jebe-s-beach-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Jebe%20S%20Beach%20Masjid&query_place_id=ChIJ833_mLgRXz4RoUra9LgkAs8,
TRUE,TRUE,FALSE,WX67+GFH - Dubai - United Arab Emirates,Dubai,AE,249.110.861,549.636.883,,,,,,,,,,,,,,,,,0,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,WX67+GFH,Prayer Hall,prayer-hall-mosque,prayer-hall-mosque.jpg,,https://www.google.com/maps/search/?api=1&query=Prayer%20Hall&query_place_id=ChIJJd7qI94PXz4RRp132L0w1Ys,
TRUE,TRUE,FALSE,4 25 St - Za'abeel - Za'abeel 1 - Dubai - United Arab Emirates,Dubai,AE,252.236.546,552.995.277,Za'abeel - Za'abeel 1,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,951,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,4 25 St,Grand Zabeel Mosque,grand-zabeel-mosque,grand-zabeel-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Grand%20Zabeel%20Mosque&query_place_id=ChIJuYTmYcdCXz4R-Eh0p7Yx_lw,
TRUE,TRUE,FALSE,31 16th St - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Dubai,AE,252.024.467,552.443.548,Jumeirah - Jumeirah 2,,,,,,,,,,,,,,,,69,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,31 16th St,Obaid bin Nasser Mosque,obaid-bin-nasser-mosque,obaid-bin-nasser-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Obaid%20bin%20Nasser%20Mosque&query_place_id=ChIJycFnvBNCXz4RmL4Sv-6GVOc,
TRUE,TRUE,FALSE,34GX+RXW - Jumeirah Lake Towers - Dubai - United Arab Emirates,Dubai,AE,250.771.009,551.499.477,Jumeirah Lake Towers,Monday,5 AM to 9 PM,Tuesday,5 AM to 9 PM,Wednesday,5 AM to 9 PM,Thursday,5 AM to 9 PM,Friday,5 AM to 9 PM,Saturday,5 AM to 9 PM,Sunday,5 AM to 9 PM,,195,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,34GX+RXW,Tiffany Mosque,tiffany-mosque,tiffany-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Tiffany%20Mosque&query_place_id=ChIJ1aIGOqZsXz4Rv3b5A6bgnxE,
TRUE,TRUE,FALSE,W6V7+CRF - Dubai - United Arab Emirates,Dubai,AE,24.943.242,552.130.684,,,,,,,,,,,,,,,,,26,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,W6V7+CRF,Dubai South Residential district Masjid,dubai-south-residential-district-masjid,dubai-south-residential-district-masjid.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Dubai%20South%20Residential%20district%20Masjid&query_place_id=ChIJr9JvE2xzXz4R02oNdxdjsFs,
TRUE,TRUE,FALSE,44FF+WX2 - Al Mirziban - The Palm Jumeirah - Dubai - United Arab Emirates,Dubai,AE,251.247.737,551.248.897,The Palm Jumeirah,,,,,,,,,,,,,,,,604,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,44FF+WX2 - Al Mirziban,Abdul Rahman Siddik Mosque,abdul-rahman-siddik-mosque,abdur-rahman-siddik-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Abdul%20Rahman%20Siddik%20Mosque&query_place_id=ChIJoy02MSUVXz4RUMzID2bwJ_w,
TRUE,TRUE,FALSE,23 Al Maktoum Rd - Deira - Al Rigga - Dubai - United Arab Emirates,Dubai,AE,252.667.209,553.099.766,Deira - Al Rigga,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,69,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,23 Al Maktoum Rd,Mosque in 23 Al Maktoum Rd,mosque-23-al-maktoum-rd,mosque-23-al-maktoum-rd.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJlWJnf1lDXz4RA_ZrtXw4QL0,
TRUE,TRUE,FALSE,14 33b St - Deira - Al Sabkha - Dubai - United Arab Emirates,Dubai,AE,252.692.011,553.009.007,Deira - Al Sabkha,,,,,,,,,,,,,,,,10,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,14 33b St,Belqubab mosque 187,belqubab-mosque-187,belqubab-mosque-187.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Belqubab%20mosque%20187&query_place_id=ChIJ7xcSkBhDXz4RqiLhPYiQZJE,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alhambra-islamic-center-northridge-ca,,,,
TRUE,TRUE,FALSE,Third - 10 شارع ٢١ - Al Hamriya - Dubai - United Arab Emirates,Dubai,AE,252.571.097,553.014.673,Al Hamriya,,,,,,,,,,,,,,,,134,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,Third - 10 شارع ٢١,Masjid Al Fatah,masjid-al-fatah-mosque,masjid-al-fatah.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Masjid%20Al%20Fatah&query_place_id=ChIJ6XvI7jpDXz4RTXudcwiKB4Q,
TRUE,TRUE,FALSE,24CH+MGC Village - Jebel Ali Village - Dubai - United Arab Emirates,Dubai,AE,250.216.773,551.287.542,Jebel Ali Village,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,124,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,24CH+MGC Village,Al Furjan West Mosque,al-furjan-west-mosque,al-furjan-west-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Furjan%20West%20Mosque&query_place_id=ChIJKRCVt88SXz4RvmzVC4aDENg,
TRUE,TRUE,FALSE,Za'abeel - Za'abeel 2 - Dubai - United Arab Emirates,Dubai,AE,252.041.398,552.820.207,Za'abeel - Za'abeel 2,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,63,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,,Shaikhah Mozah bint Saeed Al Maktoum Mosque,shaikhah-mozah-bint-saeed-al-maktoum-mosque,shaikhah-mozah-bint-saeed-al-maktoum-mosque.jpg,4.4,https://www.google.com/maps/search/?api=1&query=Shaikhah%20Mozah%20bint%20Saeed%20Al%20Maktoum%20Mosque&query_place_id=ChIJUWL5q4hDXz4RtFLoCCtKOvk,
TRUE,TRUE,FALSE,25VR+GPC - Jumeirah Village - Jumeirah Village Triangle - Dubai - United Arab Emirates,Dubai,AE,250.438.161,551.917.544,Jumeirah Village - Jumeirah Village Triangle,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,84,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,25VR+GPC,JVT Masjid,jvt-masjid,jvt-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=JVT%20Masjid&query_place_id=ChIJfX6sSXJtXz4RT8HmTM55tEw,
TRUE,TRUE,FALSE,W6P9+99 - Dubai - United Arab Emirates,Dubai,AE,249.358.772,552.184.586,,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,2,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,W6P9+99,ENOC Mosque,enoc-mosque,enoc-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=ENOC%20Mosque&query_place_id=ChIJtVF6a2BzXz4RttoVYCfucco,
TRUE,TRUE,FALSE,21 24B St - Al Wasl - Dubai - United Arab Emirates,Dubai,AE,251.918.919,55.250.238,Al Wasl,,,,,,,,,,,,,,,,83,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,21 24B St,Masjid usman bin Affan,masjid-usman-bin-affan,masjid-usman-bin-affan.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Masjid%20usman%20bin%20Affan%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%B0%D9%8A%20%D8%A7%D9%84%D9%86%D9%88%D8%B1%D9%8A%D9%86&query_place_id=ChIJp3TQBHVCXz4RZBCUdBf4oKg,
TRUE,TRUE,FALSE,X27X+QRQ - dp world camp street- - Dubai - United Arab Emirates,Dubai,AE,249.644.551,550.495.978,Mina Jebel Ali - Jebel Ali Freezone,Monday,4 AM to 11 PM,Tuesday,4 AM to 11 PM,Wednesday,4 AM to 11 PM,Thursday,4 AM to 11 PM,Friday,4 AM to 11 PM,Saturday,4 AM to 11 PM,Sunday,4 AM to 11 PM,,97,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,X27X+QRQ - dp world camp street-,DP World Camp Mosque,dp-world-camp-mosque,dp-world-camp-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=DP%20World%20Camp%20Mosque&query_place_id=ChIJLzZti_0NXz4Ro-Cru1t2emc,
TRUE,TRUE,FALSE,11 67B St - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,Dubai,AE,252.176.638,552.546.778,Jumeirah - Jumeirah 1,,,,,,,,,,,,,,,,55,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,11 67B St,Qasim Ahmed Seddiqi Mosque,qasim-ahmed-seddiqi-mosque,qasim-ahmed-seddiqi-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Qasim%20Ahmed%20Seddiqi%20Mosque&query_place_id=ChIJCUiYDURCXz4RxDaLbfPGOFg,
TRUE,TRUE,FALSE,X26X+7X9 - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,249.606.513,550.499.798,Mina Jebel Ali - Jebel Ali Freezone,,,,,,,,,,,,,,,,67,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,X26X+7X9,Jebel Ali Mosque 1,jebel-ali-mosque,jebel-ali-mosque-1.jpg,4.5,https://www.google.com/maps/search/?api=1&query=Jebel%20Ali%20Mosque%201&query_place_id=ChIJ9ZlKs-INXz4Rksz6aWiXzkw,
