wheelchair_accessible_entrance,wheelchair_accessible_parking,women_prayer_section,address,city,country_code,latitud,longituf,neighborhood,openinghours_0_day,openinghours_0_hours,openinghours_1_day,openinghours_1_hours,openinghours_2_day,openinghours_2_hours,openinghours_3_day,openinghours_3_hours,openinghours_4_day,openinghours_4_hours,openinghours_5_day,openingHours_5_hours,openinghours_6_day,openinghours_6_hours,phone,reviews_count,search_pageurl,,state,street,title,url_slug,image_name,total_score,url_google,website
TRUE,TRUE,FALSE,Somalia Mosque - Deira - Al Murar - Dubai - United Arab Emirates,Dubai,AE,252.769.182,553.071.566,Deira - Al Murar,Monday,4:30 AM to 9 PM,Tuesday,4:30 AM to 9 PM,Wednesday,4:30 AM to 9 PM,Thursday,4:30 AM to 9 PM,Friday,4:30 AM to 9 PM,Saturday,4:30 AM to 9 PM,Sunday,4:30 AM to 9 PM,,104,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,Somalia Mosque,Somalia Mosque,somalia-mosque,somalia-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Somalia%20Mosque&query_place_id=ChIJR5WTPE5DXz4RhVXMwn27NKc,
TRUE,TRUE,FALSE,78XV+F54 - Al Mamzar - Dubai - United Arab Emirates,Dubai,AE,252.986.279,553.429.522,Al Mamzar,,,,,,,,,,,,,,,97146087777,71,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,78XV+F54,Bin Dalmok Mosque,bin-dalmok-mosque,bin-dalmok-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Bin%20Dalmok%20Mosque&query_place_id=ChIJTx_RFmJbXz4RT4H828NNWvk,
TRUE,TRUE,FALSE,7835+MJJ - 8th St - Umm Hurair 1 - Dubai - United Arab Emirates,Dubai,AE,252.542.145,553.090.237,Umm Hurair 1,,,,,,,,,,,,,,,,32,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,7835+MJJ - 8th St,Umm Hurair 1 Central Mosque,umm-hurair-1-central-mosque,umm-hurair-1-central-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Umm%20Hurair%201%20Central%20Mosque&query_place_id=ChIJdTycKCxDXz4RBDTvlYXIzPI,
TRUE,TRUE,FALSE,JVC - Jumeirah Village - Dubai - United Arab Emirates,Dubai,AE,250.710.266,552.111.193,Jumeirah Village,Monday,3 AM to 9 PM,Tuesday,3 AM to 9 PM,Wednesday,3 AM to 9 PM,Thursday,3 AM to 9 PM,Friday,3 AM to 9 PM,Saturday,3 AM to 9 PM,Sunday,3 AM to 9 PM,,53,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,JVC,Abdullah Mohammad AlShirawi Mosque,abdullah-mohammad-alshirawi-mosque,abdullah-mohammad-alshirawi-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=%D8%AC%D8%A7%D9%85%D8%B9%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%D8%B4%D9%8A%D8%B1%D8%A7%D9%88%D9%8A%20Abdullah%20Mohammad%20AlShirawi%20Mosque&query_place_id=ChIJg8dopjBtXz4R8R1VuoUD0v4,
TRUE,TRUE,FALSE,27HC+JFF - Arabian Ranches 2 - Dubai - United Arab Emirates,Dubai,AE,250.290.654,552.711.691,Arabian Ranches 2,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,"9,72E+16",42,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,27HC+JFF,Arabian Ranches 2 Masjid - Mosque,arabian-ranches-2-masjid-mosque,arabian-ranches-2-masjid-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Arabian%20Ranches%202%20Masjid%20-%20Mosque&query_place_id=ChIJoflLgmlxXz4RwHcamKhw58A,
TRUE,TRUE,FALSE,34MV+538 - شارع الممشى - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.829.006,551.426.906,Dubai Marina,,,,,,,,,,,,,,,,80,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,34MV+538 - شارع الممشى,Marina Mosque /Masjid Dubai,marina-mosque-masjid-dubai,marina-mosque-dubai.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Marina%20Mosque%20%2FMasjid%20Dubai&query_place_id=ChIJT75MHaoUXz4RB0_kI3HKnM4,
TRUE,TRUE,FALSE,X2MC+P47 - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,249.842.826,550.203.031,Mina Jebel Ali - Jebel Ali Freezone,,,,,,,,,,,,,,,,3,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,X2MC+P47,Jabel Ali hotel mosque,jabel-ali-hotel-mosque,jabel-ali-hotel-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Jabel%20Ali%20hotel%20mosque&query_place_id=ChIJp7eVr1wRXz4Rwx3KgdtrJjQ,
TRUE,TRUE,FALSE,67FJ+8MQ - Back side of KFC and Hotel Nassima Royal - Sheikh Zayed Rd - Dubai - United Arab Emirates,Dubai,AE,252.233.281,552.817.255,Trade Centre - Trade Centre 1,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,24,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,67FJ+8MQ - Back side of KFC and Hotel Nassima Royal - Sheikh Zayed Rd,Rashid and Fatima Mosque,rashid-fatima-mosque,rashid-fatima-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Rashid%20and%20Fatima%20Mosque&query_place_id=ChIJ4R1u8e1CXz4ROYONA9Fl-EQ,
TRUE,TRUE,FALSE,"6th Street, Al Hamriya - 26 4b St - Al Hamriya - Dubai - United Arab Emirates",Dubai,AE,252.598.049,553.006.108,Al Hamriya,,,,,,,,,,,,,,,971800600,168,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,"6th Street, Al Hamriya - 26 4b St",Al Salam mosque,al-salam-mosque,al-salam-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Al%20Salam%20mosque&query_place_id=ChIJRWHc0jtDXz4RJUxjzX9NV_I,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,Hor Al Anz - Dubai - United Arab Emirates,Dubai,AE,252.735.226,553.318.901,Hor Al Anz,,,,,,,,,,,,,,,,230,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,,"Yousef Baqer Masjid, Hor al Anz",yousef-baqer-masjid-hor-al-anz,yousef-baqer-masjid-hor-al-anz.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Yousef%20Baqer%20Masjid%2C%20Hor%20al%20Anz&query_place_id=ChIJoUJupMBcXz4Rv2AIMbMiuJI,
TRUE,TRUE,FALSE,W297+M82 - Dubai - United Arab Emirates,Dubai,AE,249.191.304,550.132.757,,,,,,,,,,,,,,,,,7,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W297+M82,Prayer Legoland Men- Women,prayer-legoland-men-women,prayer-legoland-mosque-men-women.jpg,4.3,https://www.google.com/maps/search/?api=1&query=Prayer%20Legoland%20Men-%20Women&query_place_id=ChIJGbMsj_gOXz4RfRxU-oEap7U,
TRUE,TRUE,FALSE,Masjid Abdullah Ali Al-Chaafar - Jebel Ali Village - Discovery Gardens - Dubai - United Arab Emirates,Dubai,AE,250.462.591,551.341.387,Jebel Ali Village - Discovery Gardens,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,74,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,Masjid Abdullah Ali Al-Chaafar,Masjid Abdullah Ali Al-Chaafar,masjid-abdullah-ali-al-chaafar,masjid-abdullah-ali-al-chaafar.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Masjid%20Abdullah%20Ali%20Al-Chaafar&query_place_id=ChIJC7VYXrsTXz4R6hNkNF3cSU0,
TRUE,TRUE,FALSE,Street 1 D591 - Jebel Ali Village - The Gardens - Dubai - United Arab Emirates,Dubai,AE,250.472.873,551.287.719,Jebel Ali Village - The Gardens,,,,,,,,,,,,,,,,346,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,Street 1 D591,Omar Bin Abdul Aziz Mosque,omar-bin-abdul-aziz-mosque,omar-bin-abdul-aziz-mosque.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Omar%20Bin%20Abdul%20Aziz%20Mosque&query_place_id=ChIJ7Sas5TATXz4RrG7uCb9osCE,
TRUE,TRUE,FALSE,Villa 31 - Al Bada'a - Dubai - United Arab Emirates,Dubai,AE,252.336.156,5.527.409,Al Bada'a,,,,,,,,,,,,,,,,555,"https://www.google.com/maps/search/Mosqu/@25.384226854161277,55.089777562578234,14z?hl=en",,Dubai,Villa 31,Al futtaim Mosque,al-futtaim-mosque,al-futtaim-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Al%20futtaim%20Mosque&query_place_id=ChIJuct-APxCXz4RopECnori3J4,
TRUE,TRUE,FALSE,V29G+FM2 - Saih Shuaib 2 - Dubai - United Arab Emirates,Dubai,AE,248.686.498,550.266.517,Saih Shuaib 2,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,22,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,V29G+FM2,Mosque in V29G+FM2,mosque-v29g-fm2,mosque-in-v29g-fm2.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJZ6-lmjgJXz4RIjDHACcdc9w,
TRUE,TRUE,FALSE,57QF+99C - Down Town Rd - Downtown Dubai - Dubai - United Arab Emirates,Dubai,AE,251.888.333,552.732.032,Downtown Dubai,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,88,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,57QF+99C - Down Town Rd,Al Ghafoor Mosque,al-ghafoor-mosque,al-ghafoor-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Al%20Ghafoor%20Mosque&query_place_id=ChIJ2YhEPoVpXz4RJYx2uPqwFtM,
TRUE,TRUE,FALSE,233M+CMQ - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,250.036.537,550.841.594,Mina Jebel Ali - Jebel Ali Freezone,,,,,,,,,,,,,,,,2,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,233M+CMQ,belhoul mosque,belhoul-mosque-dubai,belhoul-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=%D8%AF%D8%A8%D9%8A&query_place_id=ChIJjSKWayMTXz4RatihI7666_4,
,FALSE,FALSE,5 Street 1 - 5 Old Baladiya St - Deira - Al Sabkha - Dubai - United Arab Emirates,Dubai,AE,252.686.762,552.976.133,Deira - Al Sabkha,,,,,,,,,,,,,,,97146087777,48,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,5 Street 1 - 5 Old Baladiya St,Belhoul Mosque,belhoul-mosque-dubai,,4.8,https://www.google.com/maps/search/?api=1&query=Belhoul%20Mosque&query_place_id=ChIJVwtXNUFDXz4RP_LbGlHtvyk,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,772X+C5G - Al Mankhool - Dubai - United Arab Emirates,Dubai,AE,252.510.702,552.979.643,Al Mankhool,,,,,,,,,,,,,,,,89,"https://www.google.com/maps/search/Mosqu/@25.32219485332902,55.15801460628913,14z?hl=en",,Dubai,772X+C5G,Mosque Burjuman,mosque-burjuman-dubai,mosque-burjuman.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mosque%20Burjuman&query_place_id=ChIJWXZKB4BDXz4Rid4ZugEsxH0,
TRUE,TRUE,FALSE,17 37th St - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates,Dubai,AE,251.960.095,552.446.675,Jumeirah - Jumeirah 2,,,,,,,,,,,,,,,,18,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,17 37th St,Masjid Abdulrahman Bin,masjid-abdulrahman-bin,masjid-abdulrahman-bin-awf.jpg,4.6,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AC%D8%AF%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86%20%D8%A8%D9%86%20%D8%B9%D9%88%D9%81&query_place_id=ChIJjWYhUgxCXz4Rl44FpzRCl3k,
TRUE,TRUE,FALSE,Green Community Village - Dubai - United Arab Emirates,Dubai,AE,250.009.071,551.501.345,Green Community Village,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,971800600,12,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,,ADNOC Mosque | Dubai Investment Park (520),adnoc-mosque-dubai-investment-park-520,adnoc-mosque-dubai-investment-park-520.jpg,4.8,https://www.google.com/maps/search/?api=1&query=ADNOC%20Mosque%20%7C%20Dubai%20Investment%20Park%20(520)&query_place_id=ChIJRRrJqSBtXz4RoNhO6z5q-pc,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,X344+JRQ - Mina Jebel Ali - Jebel Ali Freezone - Dubai - United Arab Emirates,Dubai,AE,249.565.885,550.571.023,Mina Jebel Ali - Jebel Ali Freezone,,,,,,,,,,,,,,,,44,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,X344+JRQ,New West Accommodation Mosque,new-west-accommodation-mosque,new-west-accommodation-mosque.jpg,4.2,https://www.google.com/maps/search/?api=1&query=New%20West%20Accommodation%20Mosque&query_place_id=ChIJmS6BjuYNXz4R3GT-ltsAmvY,
TRUE,TRUE,FALSE,276P+2W9 - Dubai - United Arab Emirates,Dubai,AE,250.100.378,552.873.575,,Monday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Tuesday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Wednesday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Thursday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Friday,"5:15 to 6:30 AM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Saturday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",Sunday,"5:15 to 6:30 AM, 12:10 to 1:10 PM, 3:20 to 4:05 PM, 6:10 to 8:05 PM",,12,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,276P+2W9,Town Square Masjid,town-square-masjid,town-square-masjid.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Town%20Square%20Masjid&query_place_id=ChIJgf6N7LBxXz4RshV8CaJYR2Y,http://nshama.ae/
TRUE,TRUE,FALSE,16 45A St - Al Karama - Dubai - United Arab Emirates,Dubai,AE,252.392.266,552.989.618,Al Karama,,,,,,,,,,,,,,,,39,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,16 45A St,Mosque in 16 45A St,mosque-16-45a-st,mosque-in-16-45a-st.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Mosque&query_place_id=ChIJK4LS4dtCXz4R7_0XdJ9puZ8,
TRUE,TRUE,FALSE,359F+FGF - Lailak 3rd St - Emirates Hills - Dubai - United Arab Emirates,Dubai,AE,250.686.847,551.737.915,Emirates Hills,Monday,5 AM to 9 PM,Tuesday,5 AM to 9 PM,Wednesday,5 AM to 9 PM,Thursday,5 AM to 9 PM,Friday,5 AM to 9 PM,Saturday,5 AM to 9 PM,Sunday,5 AM to 9 PM,,82,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,359F+FGF - Lailak 3rd St,Masood Naqvi Mosque,masood-naqvi-mosque,masood-naqvi-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Masood%20Naqvi%20Mosque&query_place_id=ChIJKaDDV4xsXz4RCNUAxJNj5sM,http://www.emaar.com/
TRUE,TRUE,FALSE,27GF+RP6 - The Sustainable City - Dubai - United Arab Emirates,Dubai,AE,250.270.455,552.742.697,The Sustainable City,Monday,5 AM to 10 PM,Tuesday,5 AM to 10 PM,Wednesday,5 AM to 10 PM,Thursday,5 AM to 10 PM,Friday,5 AM to 10 PM,Saturday,5 AM to 10 PM,Sunday,5 AM to 10 PM,"9,72E+16",33,"https://www.google.com/maps/search/Mosqu/@24.82593884667096,55.22625165000002,14z?hl=en",,Dubai,27GF+RP6,Al MADINAH AL MUSTADAMA MASJID,al-madinah-al-mustadama-masjid,al-madinah-al-mustadama-masjid.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Al%20MADINAH%20AL%20MUSTADAMA%20MASJID&query_place_id=ChIJ6wgAwCtwXz4RjK6Uh9o08Fg,
TRUE,TRUE,FALSE,138 18c St - Al Satwa - Dubai - United Arab Emirates,Dubai,AE,252.111.841,552.665.595,Al Satwa,,,,,,,,,,,,,,,,35,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,138 18c St,Ahmed Bin Jursh Mosque,ahmed-bin-jursh-mosque,ahmed-bin-jursh-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Ahmed%20Bin%20Jursh%20Mosque%20-%20%D9%85%D8%B3%D8%AC%D8%AF%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%AC%D8%B1%D8%B4&query_place_id=ChIJGcwhbWFCXz4R-sImw4K0Jvw,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,"Deira, Masjid Al Mamzar Mosque - 102 Al Khaleej St - Al Mamzar - Dubai - United Arab Emirates",Dubai,AE,253.125.331,553.417.422,Al Mamzar,,,,,,,,,,,,,,,971800600,264,"https://www.google.com/maps/search/Mosqu/@25.446258854993534,55.15801460628913,14z?hl=en",,Dubai,"Deira, Masjid Al Mamzar Mosque - 102 Al Khaleej St",Al Mamzar Masjid,al-mamzar-masjid,al-mamzar-masjid.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Al%20Mamzar%20Masjid&query_place_id=ChIJ__8_VGlbXz4RdBMyLAHh78w,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alhambra-california,,,,
,FALSE,FALSE,,Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,mosque-alharam-makkah,,,,
TRUE,TRUE,FALSE,25X8+7XW - Dubai - United Arab Emirates,Dubai,AE,250.482.366,551.674.673,,,,,,,,,,,,,,,,,84,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,25X8+7XW,Jumeirah Park Mosque,jumeirah-park-mosque,jumeirah-park-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Jumeirah%20Park%20Mosque&query_place_id=ChIJs5whIRltXz4RgG4OOA4BG4w,
TRUE,TRUE,FALSE,18 93rd St - Al Bada'a - Dubai - United Arab Emirates,Dubai,AE,252.114.309,552.604.088,Al Bada'a,,,,,,,,,,,,,,,,17,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,18 93rd St,AFRA JUMAA ABDULLAH ALAMLAH MASJID - 870,afra-jumaa-abdullah-alamlah-masjid-870,afra-jumaa-abdullah-alamlah-masjid-870.jpg,4.7,https://www.google.com/maps/search/?api=1&query=AFRA%20JUMAA%20ABDULLAH%20ALAMLAH%20MASJID%20-%20870&query_place_id=ChIJMSfzlhhDXz4RnaBParPL668,
TRUE,TRUE,FALSE,W2RR+GV7 - Sheikh Zayed Rd - Mina Jebel Ali - Dubai - United Arab Emirates,Dubai,AE,24.941.274,550.421.204,Mina Jebel Ali,,,,,,,,,,,,,,,,1,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,W2RR+GV7 - Sheikh Zayed Rd,Prayer Room / Mosque,prayer-room-mosque,prayer-room-mosque.jpg,5,https://www.google.com/maps/search/?api=1&query=Prayer%20Room%20%2F%20Mosque&query_place_id=ChIJvaJMt-kPXz4RfV0lZWBfr4w,
TRUE,TRUE,FALSE,34HP+X7C - Dubai Marina - Dubai - United Arab Emirates,Dubai,AE,250.799.486,55.135.635,Dubai Marina,,,,,,,,,,,,,,,"9,72E+16",146,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,34HP+X7C,Musabbeh Al-Fattan Mosque,musabbeh-al-fattan-mosque,musabbeh-al-fattan-mosque.jpg,4.8,https://www.google.com/maps/search/?api=1&query=Musabbeh%20Al-Fattan%20Mosque&query_place_id=ChIJp9X0GqsUXz4R_7HIrvzNvpY,
TRUE,TRUE,FALSE,346V+5HM - Fayha Cir - Jumeirah Islands - Jumeirah Heights - Dubai - United Arab Emirates,Dubai,AE,250.604.598,551.439.327,Jumeirah Islands - Jumeirah Heights,,,,,,,,,,,,,,,97146087777,382,"https://www.google.com/maps/search/Mosqu/@25.07406684999999,55.15801460628913,14z?hl=en",,Dubai,346V+5HM - Fayha Cir,Masjid Bani Hashim,masjid-bani-hashim,masjid-bani-hashim.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Masjid%20Bani%20Hashim&query_place_id=ChIJGX6UZbZsXz4RBzfceLAZknU,http://www.iacad.gov.ae/
TRUE,TRUE,FALSE,667X+8C2 - Jumeria Rd - Dubai - United Arab Emirates,Dubai,AE,252.132.631,552.485.078,Jumeirah - Jumeirah 1,,,,,,,,,,,,,,,,27,"https://www.google.com/maps/search/Mosqu/@25.198130851664505,55.22625165000002,14z?hl=en",,Dubai,667X+8C2 - Jumeria Rd,Hissa Bint Almur Mosque,hissa-bint-almur-mosque,hissa-bint-almur-mosque.jpg,4.6,https://www.google.com/maps/search/?api=1&query=Hissa%20Bint%20Almur%20Mosque&query_place_id=ChIJCRnkhUBCXz4RqO3BSQ3XohY,
TRUE,TRUE,FALSE,2453+WG8 - Mina Jebel Ali - Jabal Ali Industrial First - Dubai - United Arab Emirates,Dubai,AE,250.097.907,551.038.313,Mina Jebel Ali - Jabal Ali Industrial First,,,,,,,,,,,,,,,,11,"https://www.google.com/maps/search/Mosqu/@24.950002848335476,54.953303475156446,14z?hl=en",,Dubai,2453+WG8,Handalh Bin Abi Amer Masjid,handalh-bin-abi-amer-masjid,handalh-bin-abi-amer-masjid.jpg,4.7,https://www.google.com/maps/search/?api=1&query=Handalh%20Bin%20Abi%20Amer%20Masjid&query_place_id=ChIJdUUQcvISXz4RaY_SdNP0Hwo,
TRUE,TRUE,FALSE,28 Street 49B - Al Barsha - Al Barsha 2 - Dubai - United Arab Emirates,Dubai,AE,250.934.508,552.079.005,Al Barsha - Al Barsha 2,Monday,4:30 AM to 10 PM,Tuesday,4:30 AM to 10 PM,Wednesday,4:30 AM to 10 PM,Thursday,4:30 AM to 10 PM,Friday,4:30 AM to 10 PM,Saturday,4:30 AM to 10 PM,Sunday,4:30 AM to 10 PM,,37,"https://www.google.com/maps/search/Mosqu/@25.136098850832248,54.953303475156446,14z?hl=en",,Dubai,28 Street 49B,Al Ihsan Mosque,al-ihsan-mosque,al-ihsan-mosque.jpg,4.9,https://www.google.com/maps/search/?api=1&query=Al%20Ihsan%20Mosque&query_place_id=ChIJYy05SwpsXz4RZojjxK0XjpI,
